C:\Users\yoeli\Documents\CAR3\IMG\center_2017_03_06_17_14_11_627.jpg,C:\Users\yoeli\Documents\CAR3\IMG\left_2017_03_06_17_14_11_627.jpg,C:\Users\yoeli\Documents\CAR3\IMG\right_2017_03_06_17_14_11_627.jpg,0,0,0,7.947878
C:\Users\yoeli\Documents\CAR3\IMG\center_2017_03_06_17_14_11_742.jpg,C:\Users\yoeli\Documents\CAR3\IMG\left_2017_03_06_17_14_11_742.jpg,C:\Users\yoeli\Documents\CAR3\IMG\right_2017_03_06_17_14_11_742.jpg,0,0,0,7.867674
C:\Users\yoeli\Documents\CAR3\IMG\center_2017_03_06_17_14_11_860.jpg,C:\Users\yoeli\Documents\CAR3\IMG\left_2017_03_06_17_14_11_860.jpg,C:\Users\yoeli\Documents\CAR3\IMG\right_2017_03_06_17_14_11_860.jpg,0,0,0,7.772468
C:\Users\yoeli\Documents\CAR3\IMG\center_2017_03_06_17_14_11_975.jpg,C:\Users\yoeli\Documents\CAR3\IMG\left_2017_03_06_17_14_11_975.jpg,C:\Users\yoeli\Documents\CAR3\IMG\right_2017_03_06_17_14_11_975.jpg,0,0,0,7.678381
C:\Users\yoeli\Documents\CAR3\IMG\center_2017_03_06_17_14_12_090.jpg,C:\Users\yoeli\Documents\CAR3\IMG\left_2017_03_06_17_14_12_090.jpg,C:\Users\yoeli\Documents\CAR3\IMG\right_2017_03_06_17_14_12_090.jpg,0,0.174455,0,7.701231
C:\Users\yoeli\Documents\CAR3\IMG\center_2017_03_06_17_14_12_209.jpg,C:\Users\yoeli\Documents\CAR3\IMG\left_2017_03_06_17_14_12_209.jpg,C:\Users\yoeli\Documents\CAR3\IMG\right_2017_03_06_17_14_12_209.jpg,0,0.5310899,0,8.226572
C:\Users\yoeli\Documents\CAR3\IMG\center_2017_03_06_17_14_12_325.jpg,C:\Users\yoeli\Documents\CAR3\IMG\left_2017_03_06_17_14_12_325.jpg,C:\Users\yoeli\Documents\CAR3\IMG\right_2017_03_06_17_14_12_325.jpg,0,0.1831693,0,8.535345
C:\Users\yoeli\Documents\CAR3\IMG\center_2017_03_06_17_14_12_448.jpg,C:\Users\yoeli\Documents\CAR3\IMG\left_2017_03_06_17_14_12_448.jpg,C:\Users\yoeli\Documents\CAR3\IMG\right_2017_03_06_17_14_12_448.jpg,0,0,0,8.449986
C:\Users\yoeli\Documents\CAR3\IMG\center_2017_03_06_17_14_12_558.jpg,C:\Users\yoeli\Documents\CAR3\IMG\left_2017_03_06_17_14_12_558.jpg,C:\Users\yoeli\Documents\CAR3\IMG\right_2017_03_06_17_14_12_558.jpg,-0.25,0,0,8.349577
C:\Users\yoeli\Documents\CAR3\IMG\center_2017_03_06_17_14_12_677.jpg,C:\Users\yoeli\Documents\CAR3\IMG\left_2017_03_06_17_14_12_677.jpg,C:\Users\yoeli\Documents\CAR3\IMG\right_2017_03_06_17_14_12_677.jpg,-0.3449907,0,0,8.217733
C:\Users\yoeli\Documents\CAR3\IMG\center_2017_03_06_17_14_12_797.jpg,C:\Users\yoeli\Documents\CAR3\IMG\left_2017_03_06_17_14_12_797.jpg,C:\Users\yoeli\Documents\CAR3\IMG\right_2017_03_06_17_14_12_797.jpg,0,0,0,8.111806
C:\Users\yoeli\Documents\CAR3\IMG\center_2017_03_06_17_14_12_920.jpg,C:\Users\yoeli\Documents\CAR3\IMG\left_2017_03_06_17_14_12_920.jpg,C:\Users\yoeli\Documents\CAR3\IMG\right_2017_03_06_17_14_12_920.jpg,0,0,0,8.012779
C:\Users\yoeli\Documents\CAR3\IMG\center_2017_03_06_17_14_13_030.jpg,C:\Users\yoeli\Documents\CAR3\IMG\left_2017_03_06_17_14_13_030.jpg,C:\Users\yoeli\Documents\CAR3\IMG\right_2017_03_06_17_14_13_030.jpg,-0.15,0,0,7.912229
C:\Users\yoeli\Documents\CAR3\IMG\center_2017_03_06_17_14_13_149.jpg,C:\Users\yoeli\Documents\CAR3\IMG\left_2017_03_06_17_14_13_149.jpg,C:\Users\yoeli\Documents\CAR3\IMG\right_2017_03_06_17_14_13_149.jpg,-0.1701286,0,0,7.802068
C:\Users\yoeli\Documents\CAR3\IMG\center_2017_03_06_17_14_13_265.jpg,C:\Users\yoeli\Documents\CAR3\IMG\left_2017_03_06_17_14_13_265.jpg,C:\Users\yoeli\Documents\CAR3\IMG\right_2017_03_06_17_14_13_265.jpg,0,0,0,7.71771
C:\Users\yoeli\Documents\CAR3\IMG\center_2017_03_06_17_14_13_382.jpg,C:\Users\yoeli\Documents\CAR3\IMG\left_2017_03_06_17_14_13_382.jpg,C:\Users\yoeli\Documents\CAR3\IMG\right_2017_03_06_17_14_13_382.jpg,0,0,0,7.625109
C:\Users\yoeli\Documents\CAR3\IMG\center_2017_03_06_17_14_13_497.jpg,C:\Users\yoeli\Documents\CAR3\IMG\left_2017_03_06_17_14_13_497.jpg,C:\Users\yoeli\Documents\CAR3\IMG\right_2017_03_06_17_14_13_497.jpg,0,0.3486669,0,7.891964
C:\Users\yoeli\Documents\CAR3\IMG\center_2017_03_06_17_14_13_614.jpg,C:\Users\yoeli\Documents\CAR3\IMG\left_2017_03_06_17_14_13_614.jpg,C:\Users\yoeli\Documents\CAR3\IMG\right_2017_03_06_17_14_13_614.jpg,0,0.6959412,0,8.654555
C:\Users\yoeli\Documents\CAR3\IMG\center_2017_03_06_17_14_13_728.jpg,C:\Users\yoeli\Documents\CAR3\IMG\left_2017_03_06_17_14_13_728.jpg,C:\Users\yoeli\Documents\CAR3\IMG\right_2017_03_06_17_14_13_728.jpg,0,1,0,9.883528
C:\Users\yoeli\Documents\CAR3\IMG\center_2017_03_06_17_14_13_848.jpg,C:\Users\yoeli\Documents\CAR3\IMG\left_2017_03_06_17_14_13_848.jpg,C:\Users\yoeli\Documents\CAR3\IMG\right_2017_03_06_17_14_13_848.jpg,0,1,0,11.21276
C:\Users\yoeli\Documents\CAR3\IMG\center_2017_03_06_17_14_13_965.jpg,C:\Users\yoeli\Documents\CAR3\IMG\left_2017_03_06_17_14_13_965.jpg,C:\Users\yoeli\Documents\CAR3\IMG\right_2017_03_06_17_14_13_965.jpg,0,1,0,12.50085
C:\Users\yoeli\Documents\CAR3\IMG\center_2017_03_06_17_14_14_091.jpg,C:\Users\yoeli\Documents\CAR3\IMG\left_2017_03_06_17_14_14_091.jpg,C:\Users\yoeli\Documents\CAR3\IMG\right_2017_03_06_17_14_14_091.jpg,0,1,0,13.71055
C:\Users\yoeli\Documents\CAR3\IMG\center_2017_03_06_17_14_14_209.jpg,C:\Users\yoeli\Documents\CAR3\IMG\left_2017_03_06_17_14_14_209.jpg,C:\Users\yoeli\Documents\CAR3\IMG\right_2017_03_06_17_14_14_209.jpg,0,1,0,14.97411
C:\Users\yoeli\Documents\CAR3\IMG\center_2017_03_06_17_14_14_308.jpg,C:\Users\yoeli\Documents\CAR3\IMG\left_2017_03_06_17_14_14_308.jpg,C:\Users\yoeli\Documents\CAR3\IMG\right_2017_03_06_17_14_14_308.jpg,0,0.6640742,0,15.93033
