C:\Users\yoeli\Documents\CAR5\IMG\center_2017_03_06_22_22_24_484.jpg,C:\Users\yoeli\Documents\CAR5\IMG\left_2017_03_06_22_22_24_484.jpg,C:\Users\yoeli\Documents\CAR5\IMG\right_2017_03_06_22_22_24_484.jpg,-1,0,0,5.049505E-05
C:\Users\yoeli\Documents\CAR5\IMG\center_2017_03_06_22_22_24_601.jpg,C:\Users\yoeli\Documents\CAR5\IMG\left_2017_03_06_22_22_24_601.jpg,C:\Users\yoeli\Documents\CAR5\IMG\right_2017_03_06_22_22_24_601.jpg,-1,0,0,5.10681E-05
C:\Users\yoeli\Documents\CAR5\IMG\center_2017_03_06_22_22_24_757.jpg,C:\Users\yoeli\Documents\CAR5\IMG\left_2017_03_06_22_22_24_757.jpg,C:\Users\yoeli\Documents\CAR5\IMG\right_2017_03_06_22_22_24_757.jpg,-1,0.3536828,0,0.3578227
C:\Users\yoeli\Documents\CAR5\IMG\center_2017_03_06_22_22_24_877.jpg,C:\Users\yoeli\Documents\CAR5\IMG\left_2017_03_06_22_22_24_877.jpg,C:\Users\yoeli\Documents\CAR5\IMG\right_2017_03_06_22_22_24_877.jpg,-1,0.7120336,0,1.227544
C:\Users\yoeli\Documents\CAR5\IMG\center_2017_03_06_22_22_24_998.jpg,C:\Users\yoeli\Documents\CAR5\IMG\left_2017_03_06_22_22_24_998.jpg,C:\Users\yoeli\Documents\CAR5\IMG\right_2017_03_06_22_22_24_998.jpg,-1,1,0,2.499953
C:\Users\yoeli\Documents\CAR5\IMG\center_2017_03_06_22_22_25_080.jpg,C:\Users\yoeli\Documents\CAR5\IMG\left_2017_03_06_22_22_25_080.jpg,C:\Users\yoeli\Documents\CAR5\IMG\right_2017_03_06_22_22_25_080.jpg,-1,1,0,3.859873
C:\Users\yoeli\Documents\CAR5\IMG\center_2017_03_06_22_22_25_201.jpg,C:\Users\yoeli\Documents\CAR5\IMG\left_2017_03_06_22_22_25_201.jpg,C:\Users\yoeli\Documents\CAR5\IMG\right_2017_03_06_22_22_25_201.jpg,-1,1,0,5.202698
C:\Users\yoeli\Documents\CAR5\IMG\center_2017_03_06_22_22_25_322.jpg,C:\Users\yoeli\Documents\CAR5\IMG\left_2017_03_06_22_22_25_322.jpg,C:\Users\yoeli\Documents\CAR5\IMG\right_2017_03_06_22_22_25_322.jpg,-1,1,0,6.527864
C:\Users\yoeli\Documents\CAR5\IMG\center_2017_03_06_22_22_25_441.jpg,C:\Users\yoeli\Documents\CAR5\IMG\left_2017_03_06_22_22_25_441.jpg,C:\Users\yoeli\Documents\CAR5\IMG\right_2017_03_06_22_22_25_441.jpg,-1,0.8214876,0,7.723204
C:\Users\yoeli\Documents\CAR5\IMG\center_2017_03_06_22_22_25_564.jpg,C:\Users\yoeli\Documents\CAR5\IMG\left_2017_03_06_22_22_25_564.jpg,C:\Users\yoeli\Documents\CAR5\IMG\right_2017_03_06_22_22_25_564.jpg,-1,0.4537646,0,8.404841
