C:\Users\yoeli\Documents\CAR\IMG\center_2017_02_25_21_01_05_407.jpg,C:\Users\yoeli\Documents\CAR\IMG\left_2017_02_25_21_01_05_407.jpg,C:\Users\yoeli\Documents\CAR\IMG\right_2017_02_25_21_01_05_407.jpg,0,0.070443,0,0.2692371
C:\Users\yoeli\Documents\CAR\IMG\center_2017_02_25_21_01_05_546.jpg,C:\Users\yoeli\Documents\CAR\IMG\left_2017_02_25_21_01_05_546.jpg,C:\Users\yoeli\Documents\CAR\IMG\right_2017_02_25_21_01_05_546.jpg,0,0.08980878,0,0.4247954
C:\Users\yoeli\Documents\CAR\IMG\center_2017_02_25_21_01_05_667.jpg,C:\Users\yoeli\Documents\CAR\IMG\left_2017_02_25_21_01_05_667.jpg,C:\Users\yoeli\Documents\CAR\IMG\right_2017_02_25_21_01_05_667.jpg,0,0.08980878,0,0.5339082
C:\Users\yoeli\Documents\CAR\IMG\center_2017_02_25_21_01_05_795.jpg,C:\Users\yoeli\Documents\CAR\IMG\left_2017_02_25_21_01_05_795.jpg,C:\Users\yoeli\Documents\CAR\IMG\right_2017_02_25_21_01_05_795.jpg,0,0.08980878,0,0.68206
C:\Users\yoeli\Documents\CAR\IMG\center_2017_02_25_21_01_05_922.jpg,C:\Users\yoeli\Documents\CAR\IMG\left_2017_02_25_21_01_05_922.jpg,C:\Users\yoeli\Documents\CAR\IMG\right_2017_02_25_21_01_05_922.jpg,0,0.1091745,0,0.8343008
C:\Users\yoeli\Documents\CAR\IMG\center_2017_02_25_21_01_06_072.jpg,C:\Users\yoeli\Documents\CAR\IMG\left_2017_02_25_21_01_06_072.jpg,C:\Users\yoeli\Documents\CAR\IMG\right_2017_02_25_21_01_06_072.jpg,-0.01234569,0.1479061,0,1.034312
C:\Users\yoeli\Documents\CAR\IMG\center_2017_02_25_21_01_06_185.jpg,C:\Users\yoeli\Documents\CAR\IMG\left_2017_02_25_21_01_06_185.jpg,C:\Users\yoeli\Documents\CAR\IMG\right_2017_02_25_21_01_06_185.jpg,-0.01234569,0.1672719,0,1.294731
C:\Users\yoeli\Documents\CAR\IMG\center_2017_02_25_21_01_06_319.jpg,C:\Users\yoeli\Documents\CAR\IMG\left_2017_02_25_21_01_06_319.jpg,C:\Users\yoeli\Documents\CAR\IMG\right_2017_02_25_21_01_06_319.jpg,-0.03171146,0.1963205,0,1.599212
C:\Users\yoeli\Documents\CAR\IMG\center_2017_02_25_21_01_06_450.jpg,C:\Users\yoeli\Documents\CAR\IMG\left_2017_02_25_21_01_06_450.jpg,C:\Users\yoeli\Documents\CAR\IMG\right_2017_02_25_21_01_06_450.jpg,-0.03171146,0.1963205,0,1.85841
C:\Users\yoeli\Documents\CAR\IMG\center_2017_02_25_21_01_06_581.jpg,C:\Users\yoeli\Documents\CAR\IMG\left_2017_02_25_21_01_06_581.jpg,C:\Users\yoeli\Documents\CAR\IMG\right_2017_02_25_21_01_06_581.jpg,-0.05107722,0.1963205,0,2.12399
C:\Users\yoeli\Documents\CAR\IMG\center_2017_02_25_21_01_06_699.jpg,C:\Users\yoeli\Documents\CAR\IMG\left_2017_02_25_21_01_06_699.jpg,C:\Users\yoeli\Documents\CAR\IMG\right_2017_02_25_21_01_06_699.jpg,-0.05107722,0.1963205,0,2.380014
C:\Users\yoeli\Documents\CAR\IMG\center_2017_02_25_21_01_06_831.jpg,C:\Users\yoeli\Documents\CAR\IMG\left_2017_02_25_21_01_06_831.jpg,C:\Users\yoeli\Documents\CAR\IMG\right_2017_02_25_21_01_06_831.jpg,-0.05107722,0.1963205,0,2.698744
C:\Users\yoeli\Documents\CAR\IMG\center_2017_02_25_21_01_06_962.jpg,C:\Users\yoeli\Documents\CAR\IMG\left_2017_02_25_21_01_06_962.jpg,C:\Users\yoeli\Documents\CAR\IMG\right_2017_02_25_21_01_06_962.jpg,-0.1188574,0.1963205,0,2.956234
C:\Users\yoeli\Documents\CAR\IMG\center_2017_02_25_21_01_07_094.jpg,C:\Users\yoeli\Documents\CAR\IMG\left_2017_02_25_21_01_07_094.jpg,C:\Users\yoeli\Documents\CAR\IMG\right_2017_02_25_21_01_07_094.jpg,-0.1382232,0.1963205,0,3.270468
